,Location,Reviews,sentiment,confidence
454,Enfield,bt absolute joke order installation jan tell would instal jan install cancel due technical complications cancel order reorder jan put date back jan connections get back jan tell installation cancel tell would do jan inform engineer able install bt absolute joke big care customers stick smaller supplier take care customers,NEGATIVE,0.985460102558136
455,Ickenham,worst company ever firstly charge whole year bt sport never ask cancel package bt send final bill charge extra month get anything right day one stay away,NEGATIVE,0.9999526739120483
456,MK,reliable check fast nah nah fibre house pay mb get sometimes even day mb technical issue get ping ms,POSITIVE,0.8325783014297485
457,Davis,terrible customer service move plusnet much better,NEGATIVE,0.9996707439422607
458,Ilford,worse customer service ever call august renew contractclearly ask pay amount money monthly person phone dishonestly tell bill go contract till february bill something ask want call offer discount new contract months end august totally joke wait leave good recommend anybody stay away bt,NEGATIVE,0.9998956918716431
459,Oldham,bt broadband worst broadband supplier ever join bt like buffer time pay per month foe appal service want check agree pay expense find fault,NEGATIVE,0.9997170567512512
460,Radstock,worst service ever receive initially sell package great price think would simple successful purchase inform could take week install broadband major issue start receive call message daily call centre barely talk word english days realise try tell cancel order start frustrate allow happen little choice cut long story short weeks tell happen could take months service instal simply tell cancel would go elsewhere acceptable day age never attempt go bt,NEGATIVE,0.9999628067016602
461,Northampton,absolutely appal service bt wait weeks get broadband tv service engineer come appointments one tell engineer due visit book time work one even come customer service blame outreach everytime hours call weeks tv wifi home go virgin avoid,NEGATIVE,0.9280173778533936
462,Stockport,spend months fraction speed suppose get via fibre broadband plsu hub keep reset time day help receive awful send new hub say would keep threaten charge look buy last months contract go back virgin stop stress choose bt cheap sport really worth hassle,NEGATIVE,0.9999573230743408
463,London,unable connect wifi mobile phone phone bt customer service least time tell send new router never receive another occasion tell fault report installation team contact within days guess never contact,NEGATIVE,0.9993886947631836
464,Suffolk,consideration care customers phone staff say pretty things leave issue unresolved blame mistake leave pay tv package use due wire tell cancel trial period successful stick pay something use help care worst broadband experience,NEGATIVE,0.9534069299697876
465,Newcastle upon Tyne,poor customer service cost internet increase pound every months start pound pay pound never switch soon possible recommend bt,NEGATIVE,0.9997377991676331
466,"Newton Abbot, Devon",det infinity live upgrade best package could get suppose get mb download mb upload best get around upload download watch bt sport download even play xbox live without buffer,POSITIVE,0.9314369559288025
467,Scotland,polite follow script issue resolve cut chat mid sentence bt charge service able provide several months due faulty hub engineer identify refuse replace without go yet test line fine fault line hub still happy chance repair customer represent dementia alzheimers would think would prioritise essential service folk disabilities nope even discuss refund months waste try get service run,NEGATIVE,0.997677743434906
468,Warrington,never problems bts broadband service smart hub range outstanding get buffer additional free service free wifi hotspots really helpful bt expensive service value money especially term add free service wifi hotspots cloud storage virus protect broadbands performance alone make worth couple quid pay overall great experience think lot people forget much use broadband give much think get cheapest deal available get household use broadband decide pay least internet surprise get quality service,NEGATIVE,0.7230339646339417
469,Kent,pretty slow service high cost bad customer service generally ok switch future,NEGATIVE,0.9990658164024353
470,Huntingdon,sometimes seem like review forums opportunities people complain hardly anyone leave positive review well one change bt years past couple years village upgrade fibre disgust take long compare countries like canada lay fibre even outlying townships decade ago since fibre upgrade obviously delivery new router broadband improve dramatically best responsiveness bt helpline get talk people uk ireland pretty knowledgeable whenever broadband dropouts quick call restore speed service contract come end find site look cheaper deal look like sse reliable recommend alternative bt could make save monthly switch ring bt find contract end get talk deal manage make save stay another months also save another month switch mobile account happy bt performance deal recommend,POSITIVE,0.9470282793045044
471,ST HELENS,could give star would business lose thousands revenue promise us service cancel installation seven time ship pillar post overseas cost huge amount phone cost unreliable inefficient complete service take,NEGATIVE,0.9977763295173645
472,London,unreliable company come across entire world staff members dumbest bunch incompetent fool world bt steal money make promise reimburse next bill still do try move phone line upstairs downstairs four months make different appointments show appointments show appointments unable job dump pathetic probably spend hours speak phone last months bt customer annoyance service assistants phone utmost best annoy avoid company cost,NEGATIVE,0.999976396560669
473,Farnham,touch bt barge pole happy pay well odds fo long time odds per month exact guess happen keep eagle eye clamp comanies time lesson learn,POSITIVE,0.9053758382797241
474,Northampton,would give star option thatgood enough take money every month contract pay month phone broadband give compensation pathetic excuse phone time report iti would advise steer clear bt want know complain steer clear better providers cheaper better customer service bts customer service appal,NEGATIVE,0.9997918009757996
475,Dover,worst internet ever avoid avoid avoid,NEGATIVE,0.9999898672103882
476,London,go around house try arrange broadband bt keep say house exist despite provide name mobile number person survey survey reference number finally get date installation engineer turn allocate time ampm say could speak different people less hours one tell something different still broadband,NEGATIVE,0.9995571970939636
477,London,landline fibre broadband bt bts customer technical service mostly handle via overseas call centre seem read scenarios rote really listen understand problem terribly frustrate experience bt leave without landline several months move new place finally admit fault eventually rectify take many call problem take seriously broadband fibre speed nowhere near advertise service cut quite often openreach engineer come notice wire street pretty precarious explain many issue top service value money deal originally unwell period deal contract come end notify start charge hefty amount monthly per standard tariff end overpay hundred pound keep note contract periods swallow know would move months keep things want pay early exit fee start another contract course completely fool exit fee either standard tariff want days notice effectively hide fee lot better cheaper providers much better customer service bt lose touch sadly good provider consistently use,NEGATIVE,0.9999605417251587
478,Weymouth,need good g service bt broadband good bt customer service point fast speed people bigger cities areas expect worse service,NEGATIVE,0.9016507863998413
479,Cupar,broadband speed approx mbp terrrible connection drop time get online stick another months look like anything change wish would never sign bt interest fix connection,NEGATIVE,0.9993162155151367
480,Liverpool,unreliable work ok sometimes die right time need annoy still better sky nowhere good bt also another problem internet someone upload file internet whole house become unusable use g internet instead upload make internet unusable also slow even big file take age upload,NEGATIVE,0.9999042749404907
481,Wrexham,join bt back november live date th broadband landline dead ring bt fault line get tell numoures date go live happen end phone call complaints still nothing do friday th dec bt customer service ring admit fault local supplier area do work begin tell could switch provider fault would still speak end call handlers one lie throw teeth company worst customer service ever deal every time ring get tell days one week outside company need go sort change bt,NEGATIVE,0.9986627101898193
482,Hampshire,get bt broadband free still want give one star much bt cheek portray average customer rat three star think one star like keep well away bt service unless want throw money away go back,NEGATIVE,0.9999699592590332
483,Bradford,issue overcharge agree price month contract overcharge refund agree never receive refund bt sign another contract charge equipment fee will reimburse bad experience,NEGATIVE,0.9970554113388062
484,Oxford,bt many years consequently frustrate years life broadband bt provide mess exaggerate wifi speed lie wifi speed every day wifi go reason bt bring closer end anything else read buy bt,NEGATIVE,0.7604556083679199
485,Southampton,bt upgrade broadband upgrade accidental break service report december smart engineer arrive december track fault back house cabinet include check incoming wire fix first rate service also end sim card need cancel minimum fuss thank bt,NEGATIVE,0.5311917066574097
486,North east England,worst internet money buy think bt worst internet quality constantly turn connect offer fiber area deprive hundreds people internet really poor service,NEGATIVE,0.9999567270278931
487,Leicester,get well truly sick bt say nothing wrong end fail miserabely resolve uks worst broadband ever feel statement really mean still steal lot money bank account give next nothing return despite know break contract bb keep drop every minutes barely stream anything day age crime give legitimate stream service pay lot money yesterday speed test get mb charge mb nothing wrong end eh several phone call endless tech walkthroughs literally say nothing refuse package july sicken core brand new laptops phone etc drop bb frequently nothing wrong end even suggest put bb signal booster bb router laptops approximately feet away direct view even suggest hard wire laptops ethernet cable lie live room floor make blood boil stomach name bt never mind rubbish spout day draw last breath never ever fisher price equipment house offence fisher price least stuff work,NEGATIVE,0.9999853372573853
488,Romford,always slower pay do bt,NEGATIVE,0.9951978325843811
489,Aylesbury,first one star rat reliability customer service still overstatement issue start join get better internet unreliable anything think virgin media bad currently thing rely bt lack help support internet die come replace cable apparently issue shock horror still suffer without internet house christmas look join bt would look elsewhere think potato reliable back support contact multiple time regard issue bt app first person take mins without answer single question thrn direct expert thr expert clue ask question could answer chat disconnect customer service non existant answer script say send engineer say may charge fault end last check would still issue instal exerything avoid avoid avoid cost unless buck ideas change service completely,NEGATIVE,0.9995391368865967
490,London,bad infinity package average mbps work time zero wise go elsewhere broadband,NEGATIVE,0.9998836517333984
491,Longsight,disgust company world,NEGATIVE,0.9999337196350098
492,READING,complain bt broadband constantly drop time bt advise get better faster deal new contract pay quarter try end contract advise pay pull still loose connection time time bt say guarantee constant connection say complain social media effective lol check facebook post effective kid bludgeon pay time complain tell us upgrade sure alone ever happen openreach engineer send home fix fault bt great find wrong fix problem good engineer go openreach vehicle fill report state problems find btopenreach would get away pay compensation customers report state bt allow turn blind eye today engineer find fault home pay fee trust engineer openreach send bt yes speak bt today ask change account wifes name health deteriorate would less stress later also ask lesser cost contract months advertise tv refusedafter years bt advice want phonebroadband etc stay well clear bt disappoint michael n betty lewendon ps family buisness treat scamcon bt openreach deny thousands customers compensation btopenreach must engineer report fault report lie ofcom uk media watchdog inform pratice,NEGATIVE,0.9994274377822876
493,Bristol,several weeks ago report problems router far three days promise advert still wait every time speak bt customer service assure place order one send time check order history nothing send complaint escalate highest level give final assurances new router send thing happen please avoid bt cost,NEGATIVE,0.9998849630355835
494,London,avoid avoid avoid believe disappoint order service suppose active nothing happen call customer service say engineer make mistake activate nothing happen call customer service say engineer reschedule northing happen stuff happen next activation date bt one job turn broadband fail simple task weeks would never recommend anyone change service bt,NEGATIVE,0.9999353885650635
495,Epsom Surrey,unbelievable broadband speed awful bt guarantee speed wifi house wire connection bt tv work months send engineer agree pay fault house trust poor poor service sky years one problem one,NEGATIVE,0.9996756315231323
496,Juniper hill,recommend customer service non existent service fir purpose happy take per month offer new package internet,POSITIVE,0.5205982327461243
497,Chippenham,use service lock contract months wait leave monthly price up time time pay almost broadband service never,NEGATIVE,0.9755734801292419
498,London,worst service ever contact book installation take day work noone turn bt tell engineer come pm wait day basically lie rebooked another day call bt twice make sure would come tell occasion someone would definitely attend afternoon call third time bt say appointment change next day without bloody tell cancel straight away pay muggy company hard earn cash even even initial installations,NEGATIVE,0.9999779462814331
499,Lincoln,lndf pay mbmb broadband actually receive constant mb dial tone since friday landline pay bt broadband super fast fibre ii breach contract since friday hope anyone work telecom regulators ofcom read telephone line usual bs send engineer callout fee script different day,NEGATIVE,0.9934642910957336
500,manchester,crap sevicie cusmomore support,NEGATIVE,0.5033068656921387
501,Manchester,issue router since mid october contact bt numerous occassions speak time rude staff send instructions hub smart hub get hub aware ask ask split connection etc end engineer order new hub arrive contact know anything arrive speed drop complain send texts ask reply would cost extra money addition one occassion ask broadband contract would expire lady tell th january ring begin december cancel tell line rental contract expire day broadband contract july lazy honestly fume never bad issue sky virgin wait contract finish,NEGATIVE,0.9978324770927429
502,hampshire,though virgin media bad god damn bt suck like guy state bt internet weeks board band box arrive call email chat time get email manger say help query please call bt sorry help query damn need start listen review virgin medai bad bt even get try sorry leave,NEGATIVE,0.999401330947876
503,Wolverhampton,absolutely disgust customer servive service shouldv activate th november th december still iv complain numerous time responce case level complain case see change lack communication disgust iv request order cancel still do iv request time think join think twice,NEGATIVE,0.9999213218688965
504,Edinburgh,annoy bt hard credit search enquire date cost broadband go order let know,NEGATIVE,0.9931334853172302
506,London Croydon,plan switch bt beware would cut exist broadband service friday morning leave whole weekend bank holiday without internet connection happen give compensation either boast switch today connect tomorrow totally lie careful,NEGATIVE,0.9995697140693665
507,Slough,full besides fact actually speed drop constantly internet crash weekly basis super expensive ling asses superfiber page lie virgin media best fastest internet provider uk long time best stil,NEGATIVE,0.8784810900688171
508,dartford,buy bt broadband renewd get problem speed downloadupload speed worst customer service experience ever life decide change provider speak bt time last day end contract switch provider processafter days later receive email bt state need pay cancallation fee due contract till contact bt customer service lady know talk time try sell bt package different ways say package wait min phone customer service lady mention renew contract arpil next month contract completely disagree would buy new contract already contract new contract expensive old contract thirdly receive email notifcation new contract switch new contract also mention previous conversation bt customer service agent confirm last date end contract nov honeslty spend weeks talk feel like customer service dumb stupid understand well communication case resolve take manage director court piss taker bt stay away morons,NEGATIVE,0.999946117401123
509,London,follow reset email password indian call centre techie email stop work quick call get ireland feed line utter bs yet promise call back expert set time duly appoint time come go exceed two hours call mysteriously come mobile expect unfortunately call ring ring tell nothing could do india would ring able could define fix time realise beat hang quick internet search find complain yet another phone number another wait mins answer abrasive woman bill team could help totally disinterested ask member bill answer complaint call tell answer complaints nice know complaint call go dedicate team disinterested staff member could give toss quite safely redress tell things way would wait reason contact associate mobile fault landline curious talk hapless bt bill bint supposedly faulty landline well still wait idle years loyal bt customer three abortive painful stilted call indian customer service within time period finally enough swap plus net curiously enough despite bt link offer cheaper equivalent package call tech support centre sheffield leeds award win customer service group boot opinion bt matter long customer loyalty count nothing give unmitigated karat shower utter ordure polite advice disaffect customers vote feet secure better service competitive price like,NEGATIVE,0.9974606037139893
510,Swansea,worst internet ever experience life slowest speed disconnect constantly worst customer service engineer seem continually miss appointments give wait whole compensation like take days unpaid sit wait turn really come close move days time wait never ever hear name bt ever pay fibre optic broadband get whole mb download speed lucky describe angry make half way game watch film boom go favour never go near bt anything ever,NEGATIVE,0.9999878406524658
511,Kent countryside,bt rubbish decide use two can string send message pigeon much faster call advise bring side know turn monster robots spuying pointless tech advise try call charge fortune tell switch,NEGATIVE,0.9999480247497559
512,MIDLOTHIAN,greed patheticwent monthsi know treat mug give new customers great dealanyhow switch talk talk us leave st contract endsits dead easyyour new supplier work,NEGATIVE,0.9994022846221924
513,Taunton,get push pillar post actually get factual answer rude customer service even answer phone internet issue nearly week phone half hour pay previlege happy customer sort,NEGATIVE,0.8479362726211548
514,Silverstone,company shock move new home give weeks notice bt move speak home move team explain get hub post engineer book also happy set day new hub arrive ring find time turn problems start call customers service team recognise move could find information regard engineer wifi hub send cut ring person also say thing call rd time find detail without problems tell would wait weeks phone wifi tv make complaint week ago hear nothing back worse company deal lie tell stuff true funny thing texts email confirm choice use jokers email onbusman tell everyone want ignore,NEGATIVE,0.6747761368751526
517,London,terrible customer service need switch new account flatmate move already use bt problem turn broadband set new connection get fob every time call one take action accountability see problem resolution call every time explain problem get connect different person explain would never go read review first,NEGATIVE,0.999869704246521
518,DORSET,terrible service slow speed dropouts omg bad sign guy,NEGATIVE,0.9996763467788696
519,Ayr,worst experience whole business career want go deatil simply want waste anymore time end cost company thousands find another supplier business phone broadband,NEGATIVE,0.9999892711639404
520,Croydon,absolutely disgust bt cancel service within day cool period fail instal new phone line broadband occasion fail send engineer despite promise visit todayspent hours talk many agents phone avail cancel servicebt utter rubbish advise avoid like plague,NEGATIVE,0.9999748468399048
521,cuffley,fix price contract expensive compare current deal nil response customer service,NEGATIVE,0.8052749037742615
522,Smith,ridiculous wifi slow speed pay barely get mbs poor connection issue say connect internet download speed better potato hubs would get better customer service lamppost one staff keep hold till mid,NEGATIVE,0.9997469782829285
523,london,horrible customer service keep home day inform engineer postpone visit tomorrow system still give todays date send confirmations arrival engineer customer service idea apologize worst provider ever even think trust bt screw monopoly position,NEGATIVE,0.999592125415802
524,Yorkshire,never leave review company think say enough would advise anyone leave bt alone absolute crook increase price whenever choose always make everything favour charge everything tell cancel till say pretty much even though know internet faulty tv service dreadful years behind sky phone pass around departments fun please avoid price start month shortly contract up oh month trouble months ago k box well miss get wait another month till free never go bt,NEGATIVE,0.999934196472168
526,Carlisle,worst provider ever connection always go ridiculously slower tell would get work weeks late instal could hate company,NEGATIVE,0.9999128580093384
527,UK Swindon,bt customer years contract mbsec get mbsec top pcm day late pay happen lot benifets get disconnect include charge months bill speak lovely woman india quite helpfull overly bt terrible broadband provider come money grab scheme actual broadband slow best depend server connect example watch youtube slow point video start stick low quality like p manually p general internet page search fast like pre mb speed however connect microsoft server xbox get good deal odd mbsec great mer quid per month update contract time recommend,NEGATIVE,0.9301839470863342
528,Kent,bt worse customer service iv ever deal happy till move february fibre customer put slow internet speed tell make new contract could get time claim put fibre download speed drop slow speed one get months poor customer service argue tell go broadband also mobile customer say claim say yes cancel mobile deal cut call days try get pac code keep number sims cut generate pac code may speak english understand english never use advice anyone else go else save agro,NEGATIVE,0.9998416900634766
529,East Anglia,last months broadband service receive unreliable range mbps mbps week actually get speed around mbps really hard understand service poor majority time switch bt demon internet much reliable,NEGATIVE,0.9985137581825256
530,Leeds,bore story however take advice join another provider even though bt large company clearly go serious money issue service shock never work properly charge make near impossible get money back suckered introductory offer better pay else price fix however still receive good full work service bt customer service pathetic cut cost seas call centre reduce customer service level,NEGATIVE,0.9984721541404724
531,Newmarket,put one star option new bt customer plague lack service poor customer care incorrect bill time spend try sort cost far prospective save lower bill month contract period wish never switch take bt month connect first visitin time bt close ticket tell problem solve yet service charge finally get send engineer know connect incorrectly charge engineer visit fee mean apply fault customer either property equipment case tell engineer fault line like way bt assume customer wrong every step way complain get matter rectify bet many people understand charge pay money terrible customer journey recommend would actively say go anywhere else,NEGATIVE,0.9998494386672974
532,Manchester,multiple week delay installation leave without internet period despite leave generous overlap previous provider hyperoptic thankfully hyperoptic able extend previous package without issue cover new bt internet cut regular basis speed slower previous provider sign april months later raise package price apparently miss letter dispute customer service unhelpful generally unable answer simple question unimpressed service providers far better,NEGATIVE,0.9949295520782471
533,Bournemouth,absolutly disgust bt new broadband customer service suppose activate last tuesday today week later still broadbandafter numerous heat conversations visit engineer still broadbandi tell another engineer mondaynobody seem know wonder customers treat new one cancel contract even start warn,NEGATIVE,0.9999074935913086
535,Buckinghamshire,shock service router break monday still wait replacement thursday probably switch sky,NEGATIVE,0.9953488707542419
536,scotland,advice find different supplier bt awful costomer service even worse,NEGATIVE,0.9999387264251709
537,Newport,speed low consistent performance,NEGATIVE,0.9936730861663818
538,Wrexham,bt years since fibre available area get fibre package speed couple weeks ago near max mb notice speed mb get touch tell guy bt see problem bang keyboard couple mins say give hours back hours later still get back touch another guy go dummy step say put record look week later still ring explain woman say could hub send one could take days come days later hub get touch go problems even tho suppose record would explain anyway woman bt say nothing say hub send process get one soon possible couple days later hub arrive set try speed test ring bt back fella tell speed minimum mb agree contract try tell years max get expensive fibre package time go speed cheaper package would right us hate fact years internet price go speed go blame neighbor closer exchange etc even openreach blame own bt may add anyway agree contract tough poo shock company avoid peep,NEGATIVE,0.9947199821472168
539,Bournemouth,bt broadband terrible phone work faster g keep well away,NEGATIVE,0.9991196990013123
540,Bedfordshire,spend much time bwing without internet internet every month full weeks constant disconnections allow get anything do,NEGATIVE,0.9996033310890198
541,London,poor unreliable time spend try get reconnected bother,NEGATIVE,0.9998644590377808
542,"Hook, Hampshire",easy renew contract phone broadband broadband speed quote minimum mbps get router log show internet connection drop betweeb time per day generally busy periods definitely get value per month telephone line problem,NEGATIVE,0.9963304400444031
543,Chiswick,dads death take bt broadband account discover bt rip basic broadband service relay utter contempt disgust camcelled service use bt deal company recommendation,NEGATIVE,0.99994957447052
544,Newport,order bt broadband try move virgin realise broadband good need fix ip address bt provide revolve ip address use broadband time set start use days day cancellation say owe around cancel absolutely ridiculous amount money service use set pass debt collection agency add tell numerous time phone service unusable ip address static make clear upfront would never order would probably mean less customers detail hide away send equipment back days add equipment charge top use broadband set pc never use phone line company pride family operator aggressive venal predator point debt collector door take possessions go days days straightforward switch virgin bt run home office company disgrace,NEGATIVE,0.9975016713142395
545,Weymouth,terrible broadband service work well check small print apparently,NEGATIVE,0.999852180480957
546,Grimsby,extremely poor signal keep go shockingly bad,NEGATIVE,0.9999164342880249
547,London,internet phone include experience totally waste money regret make contract start get make contract deal bt customers service crap unprofessionals unproductive service provide value sure find cheaper better manipulative without clear payment end monthly also inform price go,NEGATIVE,0.999937891960144
548,Weymouth,continually bad broadband service bt tell many people connect broadband service local area time apparently problem awful people,NEGATIVE,0.9996148347854614
549,Northampton,absolutely terrible order bt package th september chase multiple time confirm appointments miss two visit phone confirmation email confirmation yet still turn tell nd november earliest still service weeks order would recommend bt anyone,NEGATIVE,0.9994937181472778
550,Devon,well say see review star much company sell shop transfer new owner still want termination fee fare,NEGATIVE,0.9371613264083862
551,WALSALL,bt totally unethical company hike price send single email give days email clear price go cancel contract without penalties find direct debit go show higher price price hike use bt ever contract run early next year extend contact last december say renew price increase careful true general bt price hike still pass worth paper write trust bt,NEGATIVE,0.9989956021308899
552,Torquay,family pay fibre last months get packet loss speed less standard broadband futile attempt ask fix cut us phone twice try contact us since send email weeks ago reply,NEGATIVE,0.9972987771034241
553,Wrightington,hide charge cancel early call see much would cost end contract tell bill come extra trustworthy,NEGATIVE,0.9291031956672668
554,London,customer service appal one expensive extremely bad service take three weeks engineer come connect connect always problems,NEGATIVE,0.9979312419891357
555,Bristol,trick switch bt agree monthly match equal competitor renege mths injust count months leave contract bt exclude future bt lose good customer know yet well do loyalty team,NEGATIVE,0.9324995279312134
556,Uk,ridiculous customer service give time day give time year broadband diconnects pretty much regularly without mistake side customer service representative ask failures ask know go internet good enough speed reach wise worth hassle get hassle main issue customer service clearly company look make quick pound,NEGATIVE,0.983260452747345
557,Hampshire,even broadband sign two weeks ago get tell would connect internet week sign engineer turn sort everything internet get email say would internet partner rely internet work call person speak advise issue exchange say speak engineer manager manage pull forward get text message say would call advise could get engineer would wait original date compensate money partner lose wag due internet commercial customers call virgin media say would send router would internet two days engineer require never angry life,NEGATIVE,0.9966263771057129
558,Clitheroe,worst isp ever currently get speed approx mbs ms ping call customer service several time help lose service also become apparent buy fibre optic instal suppose install new splitter phoneinternet line leave us old outdated one outstanding,NEGATIVE,0.9997695088386536
560,Southend,absolutely ridiculous service bt years recently decide change providers cost service ridiculous comparison similar service switch provider post office receive call bt customer support agent agent promise reduce price include gift voucher keep stay months still sign gift voucher email ignore price go without warn avoid cost,NEGATIVE,0.9991340041160583
562,Dorset,bad years drop slow work bt years really bad last five support team exist experts send people wild goose must spend weeks phone years unfortunately leave lose email address feel like bite trap would advise anybody avoid much better reliable providers money,NEGATIVE,0.9998862743377686
563,York,disappoint raise price yer quid absolutely ridiculous read review see seem problem everyone time value draw customers screw better sure hell come back ever catch talktalk get higher speed reliability lower price pay exactly bt time would connection drop customer service find screw without even notification email maybe like hey dudes go raise internet price quid naaaah give crap customers right,NEGATIVE,0.9997686743736267
564,Chigwell,unhappy bt many problems since join latest today new expensive iphone charge work weeks phone bt say even warranty replace disappoint,NEGATIVE,0.9993165731430054
565,Worcestershire,hours spend phone company beyond belief avoid end switch xnl business professional great communications answer phone within second big wigs bring front parliamentary committee drill provide unacceptable service,NEGATIVE,0.9974969029426575
566,Murton,absolutely amaze service internet since yesterday bloke come today fix even though gale force wind rain come wosint sort till pm bless would day customer service amaze thank much bt,POSITIVE,0.9888139367103577
568,Congleton,bt years price increase pm would budge price switch best thing ever broadband speed increase mbps mbps even though minimum speed pay premium broadband speed bt cost less pay previously,NEGATIVE,0.5823810696601868
569,Reading,buy day wifi think able connect home although live read near centre signal even close call customer support cancel get refund say need online manage cancel wifi online without use never get refund bt poor,NEGATIVE,0.850260853767395
570,North East,absolutely terrible customer service bill contract sum get anyone customer service resolve matter bt clearly value customers experience totally incompetent deal customer service issue,NEGATIVE,0.9999408721923828
571,London,absoloute crap never anything like say connect horsedrops every five minutes require sign completely back inwill load anythingwill let send receive message pay would never recommend ever,NEGATIVE,0.9999628067016602
573,Church fenton,put word bad bt safely say worse company ever misfortune deal staff poorly inform poorly train even cut could sort issue swap business line tell would get better broadband connection thing thing good bill swap line business keep bill residential months charge double company need serious overall could put minus score would anyone could avoid use bt would higly recommend complete utter wasters service rubbish customer service rubbish,NEGATIVE,0.9999818801879883
574,London,could put star would never something like get speed higher mbs call time try sort apparently fault never go totally unreliable pay gbp month practically internet one manage successfully put fault open reach absolute incompetent provider wish could move,NEGATIVE,0.9445149898529053
575,Morayshire,soon contract bt never ever use anything say enough f awful broadband speed okay reliability beyond joke better connections use dial phone line get connect internet stress enough everyone around read go near bt every time try mean try get reason figure internet work time every time response get try plug absolutely ridiculous final straw try use online chat service ask detail several time three different folk end cut us appal people still use shower con,NEGATIVE,0.9741976261138916
577,Burgess Hill,lack communication bt broadband package expire september bt contact inform charge extra month ridiculous pay pay broadband package complain issue phone one staff advise continue work bt able offer broadband line end call want conversation partner tell price would different next time call twice afterward offer everytime call end disppointment problem could solve disppointent service price offer defiitely wrong choice work bt let us time never come back,NEGATIVE,0.9992645382881165
578,Dorset,terrible bt twenty years broadband really bad last five years stutter movies drop out terrible customer service,NEGATIVE,0.9999699592590332
579,Pontefract,cancel many price rise tie contract little service relatively good go many occasion absloutley discusted cancel well notice decide go charge us next month final bill generate refund usafter days different owe waffle term condition consideration rob money glad cancel pass departments hour minutes absloute rubbish,NEGATIVE,0.9998457431793213
580,Strensham,ok start speak sale person wednesday th september order business broadband g assure go g assure package run ecommerce business need internet access line instal sales person promise router would deliver first thing thursday morning initially impress thursday come go router friday come go router think must deliver saturday guess router saturday monday morning th september great router deliver plug g assure work strong g signal unit phone call later wednesday th promise person high bt another router would deliver next work day thursday th router friday th royal mail router final straw phone cancel synopsis telephone call hours time waste frustrate could give zero star would try get hold someone bt claim compensation guess another call,NEGATIVE,0.9870052337646484
581,Somerset,company contact bt connect new line broadband engineer arrive monday plan install new line tell survey extra cable need tell would within hours new line would fit end week response call finally get tell survey would happen nearly two weeks later line installation date could give move office nice new computers desks chair even nice coffee machine telephone broadband service company telephone bt without doubt pathetic organisation misfortune deal legal case star,POSITIVE,0.5713160037994385
582,Ilford,wish option star worst customer service charge x voda speed also half wait get rid,NEGATIVE,0.9999417066574097
583,Gloucestershire,move need reconnecting date give go ahead wait another week worst customer service ever experience staff really care want deal wish sign look leave future aware people take money say,NEGATIVE,0.9999569654464722
585,London,go bt web site enter postcode order fastest broadbandtv package available technician visit days install unbelievable right days improvement tell line support high speed need cancel order get another package call bt support take days cancel exist package tell order internally new one order old package activation date days ahead guy joke compare international standards get broadband day country europe silly rotten service standard hell everyone wait lazy open reach bustards days get connection get lose,NEGATIVE,0.9986783862113953
586,Witham,move brand new development mid july receive confirmation could place order broadband st july call soon confirmation place order day assure hub arrive need follow instructions full work service rd august rd august come around hub steady amber light indicate internet problem follow troubleshoot instructions send signal bt tell issue receive text message next day th august tell need book engineer attend property earliest time could th august due nature job unable take time scenarios like therefore mother attend property gentlemen tell mother could fix problem give us code relay bt complaints team turn openreach wire line externally incorrectly another engineer need attend fix line earliest could exactly week later wednesday come around day engineer come repair line day promise rd time would work connection receive telephone call say unfortunately unable carry work give indication fix period would rack large mobile phone bill due data upgrade really need exchange email site team development regard snag list meet well try set utility bill house express bt would add extra data due circumstances note gentlemen tell worry would refund need send copy mobile phone invoice call day engineer suppose arrive first time double check time also reconfirm say regard data refund women idea talk say bt circumstances offer kind compensation open complaint tell would look back prerecord telephone conversation would get someone complaints team call back resolution problem happen actually offer kind compensation phone call receive young lad tell engineer could fix telephone line even offer credit account even cover cost data upgrade anyway get home night telephone line scenario broadband work sit confuse phone tell service fix would time try call let know service fix never manage get anybody holiday book th august aware whilst away inundate email tell still broadband know would fix decide ignore numerous message holiday return broadband work make another phone call email tell service work week later receive phone call engineer outside property tell install broadband absolutely knowledge visit book install broadband would call week earlier tell work turn engineer away file another complaint lack communication come home today broadband hub steady amber light mean problem connection finally think situation put bed monster come closet wait engineer come property tell fix know fix another rack phone bill pay sky cinema package totally useless email bt break promise choice take service elsewhere would unfortunately due type internet property due arrangement bt build company choice hand money company even provide service nothing stress aggravation since day place order gutting,POSITIVE,0.8088250160217285
587,Purfleet,terrible costumer service poor broadband network provide g network phone faster cable connection dint get help fromthe operators pass call one put hold close call charge extra month end contract refuse give money back offer deal bt lure good deal new costumers soon hook contract ignore good charge extras peace mind stay away unless like options run line one star rat much,NEGATIVE,0.9999140501022339
588,Manchester,sure many negative review bt broadbandphone months never problems fast speed usually around mbps promise reliable landline reason probably go change initial months discount expire things get really expensive,NEGATIVE,0.8094496130943298
589,Histon,first experience bt broadband quick fix voip requirement engineer even turn wait three days update rubbish,NEGATIVE,0.9985419511795044
590,Manchester,strongly recommend bt bt breach cod practice simply care charge speed mb deliver speed mb insist get pay full contract months even though email say pay service receive ignore call email even social media days would pass would pay termination fee matter many years loyal customer wait till problem get rude start advisers till managers,POSITIVE,0.5420233011245728
591,Suffolk,diabolical customer service frequently fail call back even escalate personal case manager engineer come clueless report back problems end result order jan cancel september line even fit,NEGATIVE,0.999286949634552
